shipment_id,order_id,warehouse_id,vehicle_id,driver_id,shipment_date,expected_delivery,actual_delivery,status,destination_city
S0224,O0328,W009,V020,D020,2026-08-31 11:00:00,2026-09-04 11:00:00,2026-09-06 11:00:00,delivered,Gurugram
S0225,O0188,W007,V017,D017,2026-08-06 09:00:00,2026-08-07 09:00:00,2026-08-08 09:00:00,delivered,Mumbai
S0226,O0147,W008,V035,D035,2026-08-02 15:00:00,2026-08-06 15:00:00,2026-08-08 15:00:00,delivered,Hyderabad
S0227,O0119,W001,V036,D036,2026-08-13 06:00:00,2026-08-17 06:00:00,,delayed,Pune
S0228,O0203,W004,V011,D011,2026-08-24 20:00:00,2026-08-28 20:00:00,,delayed,Jaipur
S0229,O0135,W002,V028,D028,2026-08-22 07:00:00,2026-08-27 07:00:00,,delayed,Hyderabad
S0230,O0414,W005,V019,D019,2026-08-22 17:00:00,2026-08-25 17:00:00,2026-08-26 17:00:00,delivered,Lucknow
S0231,O0149,W002,V041,D041,2026-08-16 19:00:00,2026-08-20 19:00:00,2026-08-20 19:00:00,delivered,Mumbai
S0232,O0010,W003,V004,D004,2026-08-19 00:00:00,2026-08-21 00:00:00,,cancelled,Gurugram
S0233,O0138,W003,V046,D046,2026-08-16 00:00:00,2026-08-18 00:00:00,2026-08-18 00:00:00,delivered,Mumbai
S0234,O0216,W005,V032,D032,2026-08-13 14:00:00,2026-08-14 14:00:00,2026-08-15 14:00:00,delivered,Noida
S0235,O0137,W007,V005,D005,2026-08-19 15:00:00,2026-08-21 15:00:00,2026-08-23 15:00:00,delivered,Noida
S0236,O0063,W004,V025,D025,2026-08-26 14:00:00,2026-08-28 14:00:00,,in_transit,Noida
S0237,O0102,W008,V048,D048,2026-08-26 03:00:00,2026-08-31 03:00:00,,in_transit,Jaipur
S0238,O0243,W007,V044,D044,2026-08-11 10:00:00,2026-08-13 10:00:00,,in_transit,Noida
S0239,O0382,W009,V034,D034,2026-08-05 08:00:00,2026-08-09 08:00:00,,in_transit,Jaipur
S0240,O0185,W001,V043,D043,2026-08-08 03:00:00,2026-08-10 03:00:00,,in_transit,Mumbai
S0241,O0008,W003,V018,D018,2026-08-20 03:00:00,2026-08-24 03:00:00,,delayed,Noida
S0242,O0497,W001,V038,D038,2026-08-27 15:00:00,2026-09-01 15:00:00,2026-09-02 15:00:00,delivered,Lucknow
S0243,O0256,W002,V044,D044,2026-08-21 10:00:00,2026-08-22 10:00:00,2026-08-22 10:00:00,delivered,Lucknow
S0244,O0250,W004,V021,D021,2026-08-19 20:00:00,2026-08-22 20:00:00,,delayed,Bengaluru
S0245,O0376,W004,V002,D002,2026-08-24 12:00:00,2026-08-27 12:00:00,,in_transit,Gurugram
S0246,O0461,W001,V032,D032,2026-08-24 14:00:00,2026-08-29 14:00:00,2026-08-29 14:00:00,delivered,Hyderabad
S0247,O0096,W009,V023,D023,2026-08-12 14:00:00,2026-08-15 14:00:00,,delayed,Hyderabad
S0248,O0469,W009,V011,D011,2026-08-04 16:00:00,2026-08-06 16:00:00,2026-08-08 16:00:00,delivered,Bengaluru
S0249,O0001,W009,V025,D025,2026-08-25 05:00:00,2026-08-26 05:00:00,,in_transit,Mumbai
S0250,O0398,W010,V016,D016,2026-08-12 02:00:00,2026-08-17 02:00:00,,delayed,Jaipur
S0251,O0269,W008,V050,D050,2026-08-19 04:00:00,2026-08-24 04:00:00,2026-08-23 04:00:00,delivered,Delhi
S0252,O0050,W009,V043,D043,2026-08-04 01:00:00,2026-08-06 01:00:00,2026-08-06 01:00:00,delivered,Bengaluru
S0253,O0099,W002,V003,D003,2026-08-20 20:00:00,2026-08-24 20:00:00,,in_transit,Kolkata
S0254,O0320,W010,V017,D017,2026-08-03 11:00:00,2026-08-05 11:00:00,,in_transit,Delhi
S0255,O0007,W004,V042,D042,2026-08-17 02:00:00,2026-08-21 02:00:00,,delayed,Noida
S0256,O0185,W009,V048,D048,2026-08-30 13:00:00,2026-09-02 13:00:00,,delayed,Noida
S0257,O0422,W010,V018,D018,2026-08-18 01:00:00,2026-08-19 01:00:00,,delayed,Delhi
S0258,O0484,W004,V034,D034,2026-08-05 03:00:00,2026-08-07 03:00:00,2026-08-07 03:00:00,delivered,Hyderabad
S0259,O0321,W003,V036,D036,2026-08-25 17:00:00,2026-08-29 17:00:00,,in_transit,Chandigarh
S0260,O0296,W006,V044,D044,2026-08-16 13:00:00,2026-08-17 13:00:00,2026-08-16 13:00:00,delivered,Kolkata
S0261,O0173,W003,V035,D035,2026-08-21 14:00:00,2026-08-24 14:00:00,,delayed,Kolkata
S0262,O0167,W006,V027,D027,2026-08-26 20:00:00,2026-08-30 20:00:00,,delayed,Mumbai
S0263,O0312,W004,V037,D037,2026-08-19 06:00:00,2026-08-23 06:00:00,,delayed,Ahmedabad
S0264,O0131,W006,V029,D029,2026-08-16 12:00:00,2026-08-17 12:00:00,,in_transit,Gurugram
S0265,O0306,W001,V034,D034,2026-08-06 09:00:00,2026-08-07 09:00:00,2026-08-06 09:00:00,delivered,Noida
S0266,O0396,W005,V036,D036,2026-08-18 17:00:00,2026-08-23 17:00:00,,delayed,Lucknow
S0267,O0049,W001,V030,D030,2026-08-13 04:00:00,2026-08-15 04:00:00,2026-08-16 04:00:00,delivered,Jaipur
S0268,O0132,W005,V006,D006,2026-08-20 12:00:00,2026-08-25 12:00:00,,delayed,Ahmedabad
S0269,O0040,W006,V031,D031,2026-08-07 15:00:00,2026-08-12 15:00:00,,delayed,Delhi
S0270,O0305,W005,V003,D003,2026-08-25 18:00:00,2026-08-29 18:00:00,2026-08-28 18:00:00,delivered,Mumbai
S0271,O0451,W007,V027,D027,2026-08-31 03:00:00,2026-09-02 03:00:00,,in_transit,Hyderabad
S0272,O0476,W001,V041,D041,2026-08-26 20:00:00,2026-08-30 20:00:00,2026-08-29 20:00:00,delivered,Kolkata
S0273,O0290,W003,V021,D021,2026-08-18 07:00:00,2026-08-20 07:00:00,2026-08-19 07:00:00,delivered,Bengaluru
S0274,O0386,W010,V037,D037,2026-08-18 02:00:00,2026-08-20 02:00:00,2026-08-21 02:00:00,delivered,Lucknow
S0275,O0173,W002,V031,D031,2026-08-20 01:00:00,2026-08-25 01:00:00,2026-08-24 01:00:00,delivered,Ahmedabad
S0276,O0067,W003,V031,D031,2026-08-19 06:00:00,2026-08-23 06:00:00,2026-08-23 06:00:00,delivered,Jaipur
S0277,O0037,W005,V050,D050,2026-08-15 10:00:00,2026-08-20 10:00:00,2026-08-19 10:00:00,delivered,Mumbai
S0278,O0179,W004,V021,D021,2026-08-13 19:00:00,2026-08-14 19:00:00,,delayed,Lucknow
S0279,O0180,W010,V029,D029,2026-08-21 04:00:00,2026-08-25 04:00:00,2026-08-26 04:00:00,delivered,Chandigarh
S0280,O0192,W003,V049,D049,2026-08-25 02:00:00,2026-08-26 02:00:00,,in_transit,Jaipur
S0281,O0486,W010,V010,D010,2026-08-29 09:00:00,2026-08-30 09:00:00,2026-09-01 09:00:00,delivered,Bengaluru
S0282,O0242,W001,V022,D022,2026-08-08 17:00:00,2026-08-10 17:00:00,2026-08-09 17:00:00,delivered,Kolkata
S0283,O0248,W010,V047,D047,2026-08-06 00:00:00,2026-08-10 00:00:00,,in_transit,Chandigarh
S0284,O0270,W001,V017,D017,2026-08-07 01:00:00,2026-08-10 01:00:00,2026-08-09 01:00:00,delivered,Noida
S0285,O0239,W001,V005,D005,2026-08-14 08:00:00,2026-08-17 08:00:00,,delayed,Noida
S0286,O0150,W007,V015,D015,2026-08-14 16:00:00,2026-08-15 16:00:00,,delayed,Bengaluru
S0287,O0444,W010,V035,D035,2026-08-04 05:00:00,2026-08-06 05:00:00,2026-08-06 05:00:00,delivered,Noida
S0288,O0127,W009,V020,D020,2026-08-12 15:00:00,2026-08-16 15:00:00,,in_transit,Noida
S0289,O0178,W006,V023,D023,2026-08-22 09:00:00,2026-08-24 09:00:00,,cancelled,Kolkata
S0290,O0142,W001,V041,D041,2026-08-10 12:00:00,2026-08-11 12:00:00,,cancelled,Gurugram
S0291,O0116,W003,V022,D022,2026-08-30 12:00:00,2026-09-01 12:00:00,2026-09-01 12:00:00,delivered,Pune
S0292,O0124,W010,V010,D010,2026-08-15 09:00:00,2026-08-20 09:00:00,2026-08-20 09:00:00,delivered,Chandigarh
S0293,O0071,W010,V035,D035,2026-08-23 06:00:00,2026-08-25 06:00:00,2026-08-25 06:00:00,delivered,Pune
S0294,O0466,W003,V042,D042,2026-08-31 18:00:00,2026-09-02 18:00:00,2026-09-02 18:00:00,delivered,Lucknow
S0295,O0163,W003,V047,D047,2026-08-02 10:00:00,2026-08-06 10:00:00,,cancelled,Gurugram
S0296,O0227,W005,V010,D010,2026-08-26 06:00:00,2026-08-27 06:00:00,2026-08-26 06:00:00,delivered,Hyderabad
S0297,O0291,W010,V015,D015,2026-08-21 07:00:00,2026-08-23 07:00:00,,in_transit,Mumbai
S0298,O0041,W008,V009,D009,2026-08-18 19:00:00,2026-08-22 19:00:00,,in_transit,Mumbai
S0299,O0095,W007,V032,D032,2026-08-17 04:00:00,2026-08-19 04:00:00,2026-08-19 04:00:00,delivered,Gurugram
S0300,O0487,W007,V015,D015,2026-08-25 06:00:00,2026-08-27 06:00:00,2026-08-29 06:00:00,delivered,Hyderabad
S0300,O0251,W006,V030,D030,2026-08-30 07:00:00,2026-09-03 07:00:00,2026-09-02 07:00:00,delivered,Ahmedabad
S0302,O0161,W007,V040,D040,2026-08-25 18:00:00,2026-08-30 18:00:00,2026-08-30 18:00:00,delivered,Kolkata
S0303,O0056,W008,V030,D030,2026-08-28 01:00:00,2026-08-30 01:00:00,2026-08-30 01:00:00,delivered,Kolkata
S0304,O0199,W009,V049,D049,2026-08-22 01:00:00,2026-08-24 01:00:00,2026-08-23 01:00:00,delivered,Gurugram
S0305,O0237,W003,V028,D028,2026-08-11 19:00:00,2026-08-12 19:00:00,,in_transit,Lucknow
S0306,O0238,W008,V006,D006,2026-08-25 16:00:00,2026-08-26 16:00:00,2026-08-26 16:00:00,delivered,Pune
S0307,O0212,W006,V029,D029,2026-08-02 05:00:00,2026-08-06 05:00:00,,in_transit,Ahmedabad
S0308,O0459,W004,V030,D030,2026-08-04 08:00:00,2026-08-07 08:00:00,,in_transit,Ahmedabad
S0309,O0408,W003,V046,D046,2026-08-25 03:00:00,2026-08-26 03:00:00,2026-08-25 03:00:00,delivered,Delhi
S0310,O0269,W007,V047,D047,2026-08-27 16:00:00,2026-09-01 16:00:00,,cancelled,Pune
S0311,O0282,W007,V003,D003,2026-08-26 05:00:00,2026-08-29 05:00:00,2026-08-29 05:00:00,delivered,Lucknow
S0312,O0445,W003,V012,D012,2026-08-26 01:00:00,2026-08-30 01:00:00,2026-08-29 01:00:00,delivered,Gurugram
S0313,O0321,W003,V008,D008,2026-08-30 04:00:00,2026-09-01 04:00:00,2026-09-02 04:00:00,delivered,Bengaluru
S0314,O0255,W008,V035,D035,2026-08-27 00:00:00,2026-09-01 00:00:00,,delayed,Jaipur
S0315,O0112,W010,V043,D043,2026-08-17 14:00:00,2026-08-21 14:00:00,2026-08-21 14:00:00,delivered,Jaipur
S0316,O0452,W009,V018,D018,2026-08-21 20:00:00,2026-08-26 20:00:00,,delayed,Jaipur
S0317,O0026,W003,V010,D010,2026-08-03 20:00:00,2026-08-06 20:00:00,2026-08-08 20:00:00,delivered,Mumbai
S0318,O0472,W002,V004,D004,2026-08-05 13:00:00,2026-08-07 13:00:00,2026-08-07 13:00:00,delivered,Bengaluru
S0319,O0384,W010,V024,D024,2026-08-31 01:00:00,2026-09-01 01:00:00,,delayed,Mumbai
S0320,O0189,W007,V005,D005,2026-08-26 13:00:00,2026-08-31 13:00:00,2026-08-31 13:00:00,delivered,Ahmedabad
S0321,O0441,W005,V022,D022,2026-08-18 13:00:00,2026-08-23 13:00:00,2026-08-23 13:00:00,delivered,Delhi
S0322,O0293,W009,V006,D006,2026-08-17 19:00:00,2026-08-20 19:00:00,2026-08-22 19:00:00,delivered,Kolkata
S0323,O0295,W010,V023,D023,2026-08-31 04:00:00,2026-09-05 04:00:00,2026-09-04 04:00:00,delivered,Bengaluru
S0324,O0414,W003,V040,D040,2026-08-09 09:00:00,2026-08-11 09:00:00,2026-08-11 09:00:00,delivered,Ahmedabad
S0325,O0435,W004,V040,D040,2026-08-15 13:00:00,2026-08-16 13:00:00,2026-08-16 13:00:00,delivered,Noida
S0326,O0328,W004,V045,D045,2026-08-11 08:00:00,2026-08-12 08:00:00,2026-08-11 08:00:00,delivered,Noida
S0327,O0059,W006,V022,D022,2026-08-14 18:00:00,2026-08-19 18:00:00,,cancelled,Lucknow
S0328,O0100,W006,V022,D022,2026-08-31 15:00:00,2026-09-04 15:00:00,,delayed,Chandigarh
S0329,O0070,W008,V010,D010,2026-08-22 14:00:00,2026-08-27 14:00:00,,delayed,Bengaluru
S0330,O0402,W007,V048,D048,2026-08-03 16:00:00,2026-08-06 16:00:00,2026-08-06 16:00:00,delivered,Jaipur
S0331,O0296,W006,V023,D023,2026-08-04 04:00:00,2026-08-07 04:00:00,,delayed,Mumbai
S0332,O0193,W009,V011,D011,2026-08-20 19:00:00,2026-08-24 19:00:00,2026-08-23 19:00:00,delivered,Ahmedabad
S0333,O0440,W006,V046,D046,2026-08-03 08:00:00,2026-08-07 08:00:00,2026-08-09 08:00:00,delivered,Bengaluru
S0334,O0425,W005,V014,D014,2026-08-18 09:00:00,2026-08-20 09:00:00,2026-08-21 09:00:00,delivered,Delhi
S0335,O0228,W009,V002,D002,2026-08-27 15:00:00,2026-09-01 15:00:00,2026-08-31 15:00:00,delivered,Ahmedabad
S0336,O0448,W009,V020,D020,2026-08-26 10:00:00,2026-08-28 10:00:00,,delayed,Delhi
S0337,O0421,W009,V044,D044,2026-08-06 06:00:00,2026-08-07 06:00:00,2026-08-07 06:00:00,delivered,Noida
S0338,O0160,W001,V044,D044,2026-08-29 19:00:00,2026-08-30 19:00:00,2026-08-31 19:00:00,delivered,Kolkata
S0339,O0393,W005,V002,D002,2026-08-20 09:00:00,2026-08-22 09:00:00,2026-08-21 09:00:00,delivered,Kolkata
S0340,O0164,W008,V043,D043,2026-08-05 08:00:00,2026-08-07 08:00:00,2026-08-07 08:00:00,delivered,Jaipur
S0341,O0278,W006,V036,D036,2026-08-12 08:00:00,2026-08-14 08:00:00,,cancelled,Gurugram
S0342,O0294,W004,V011,D011,2026-08-04 09:00:00,2026-08-09 09:00:00,,delayed,Kolkata
S0343,O0228,W001,V009,D009,2026-08-02 15:00:00,2026-08-03 15:00:00,2026-08-02 15:00:00,delivered,Pune
S0344,O0092,W010,V038,D038,2026-08-22 14:00:00,2026-08-27 14:00:00,2026-08-27 14:00:00,delivered,Ahmedabad
S0345,O0389,W009,V006,D006,2026-08-31 14:00:00,2026-09-05 14:00:00,2026-09-07 14:00:00,delivered,Delhi
S0346,O0234,W005,V044,D044,2026-08-22 14:00:00,2026-08-26 14:00:00,2026-08-25 14:00:00,delivered,Mumbai
S0347,O0201,W003,V045,D045,2026-08-31 10:00:00,2026-09-03 10:00:00,2026-09-02 10:00:00,delivered,Delhi
S0348,O0180,W008,V030,D030,2026-08-29 05:00:00,2026-09-01 05:00:00,,delayed,Hyderabad
S0349,O0295,W003,V033,D033,2026-08-05 12:00:00,2026-08-06 12:00:00,2026-08-05 12:00:00,delivered,Kolkata
S0350,O0237,W007,V038,D038,2026-08-15 07:00:00,2026-08-20 07:00:00,2026-08-19 07:00:00,delivered,Pune
S0351,O0034,W006,V014,D014,2026-08-28 18:00:00,2026-09-01 18:00:00,,delayed,Pune
S0352,O0291,W006,V035,D035,2026-08-24 07:00:00,2026-08-26 07:00:00,,in_transit,Delhi
S0353,O0379,W010,V032,D032,2026-08-05 18:00:00,2026-08-10 18:00:00,2026-08-09 18:00:00,delivered,Lucknow
S0354,O0158,W007,V005,D005,2026-08-21 03:00:00,2026-08-26 03:00:00,,delayed,Pune
S0355,O0168,W008,V042,D042,2026-08-23 01:00:00,2026-08-24 01:00:00,2026-08-24 01:00:00,delivered,Lucknow
S0356,O0339,W003,V029,D029,2026-08-19 09:00:00,2026-08-23 09:00:00,,in_transit,Bengaluru
S0357,O0101,W004,V044,D044,2026-08-30 10:00:00,2026-09-02 10:00:00,2026-09-04 10:00:00,delivered,Pune
S0358,O0368,W006,V006,D006,2026-08-20 00:00:00,2026-08-25 00:00:00,,cancelled,Pune
S0359,O0434,W003,V019,D019,2026-08-03 11:00:00,2026-08-08 11:00:00,,cancelled,Noida
S0360,O0361,W009,V023,D023,2026-08-05 09:00:00,2026-08-06 09:00:00,2026-08-05 09:00:00,delivered,Chandigarh
S0361,O0163,W007,V026,D026,2026-08-14 13:00:00,2026-08-19 13:00:00,2026-08-19 13:00:00,delivered,Jaipur
S0362,O0285,W007,V024,D024,2026-08-28 13:00:00,2026-08-30 13:00:00,2026-08-31 13:00:00,delivered,Lucknow
S0363,O0006,W002,V042,D042,2026-08-02 04:00:00,2026-08-06 04:00:00,,in_transit,Lucknow
S0364,O0044,W003,V042,D042,2026-08-27 13:00:00,2026-08-31 13:00:00,,delayed,Ahmedabad
S0365,O0310,W007,V040,D040,2026-08-07 14:00:00,2026-08-12 14:00:00,2026-08-14 14:00:00,delivered,Mumbai
S0366,O0116,W003,V028,D028,2026-08-21 00:00:00,2026-08-26 00:00:00,2026-08-25 00:00:00,delivered,Pune
S0367,O0475,W009,V037,D037,2026-08-13 01:00:00,2026-08-14 01:00:00,2026-08-14 01:00:00,delivered,Hyderabad
S0368,O0247,W002,V010,D010,2026-08-25 16:00:00,2026-08-28 16:00:00,2026-08-28 16:00:00,delivered,Jaipur
S0369,O0242,W002,V044,D044,2026-08-22 17:00:00,2026-08-27 17:00:00,2026-08-26 17:00:00,delivered,Kolkata
S0370,O0399,W001,V031,D031,2026-08-16 16:00:00,2026-08-20 16:00:00,2026-08-19 16:00:00,delivered,Gurugram
S0371,O0149,W003,V003,D003,2026-08-24 19:00:00,2026-08-27 19:00:00,,in_transit,Hyderabad
S0372,O0134,W001,V041,D041,2026-08-17 18:00:00,2026-08-19 18:00:00,2026-08-18 18:00:00,delivered,Ahmedabad
S0373,O0320,W001,V019,D019,2026-08-17 02:00:00,2026-08-19 02:00:00,2026-08-21 02:00:00,delivered,Gurugram
S0374,O0068,W010,V018,D018,2026-08-10 08:00:00,2026-08-11 08:00:00,,in_transit,Hyderabad
S0375,O0090,W010,V048,D048,2026-08-06 14:00:00,2026-08-09 14:00:00,,delayed,Gurugram
S0376,O0401,W004,V032,D032,2026-08-07 16:00:00,2026-08-08 16:00:00,2026-08-08 16:00:00,delivered,Hyderabad
S0377,O0479,W003,V032,D032,2026-08-26 13:00:00,2026-08-30 13:00:00,2026-08-30 13:00:00,delivered,Jaipur
S0378,O0296,W006,V004,D004,2026-08-22 08:00:00,2026-08-23 08:00:00,2026-08-22 08:00:00,delivered,Gurugram
S0379,O0244,W009,V015,D015,2026-08-14 12:00:00,2026-08-18 12:00:00,2026-08-17 12:00:00,delivered,Noida
S0380,O0148,W008,V025,D025,2026-08-23 10:00:00,2026-08-28 10:00:00,,in_transit,Noida
S0381,O0050,W009,V041,D041,2026-08-13 13:00:00,2026-08-18 13:00:00,,delayed,Gurugram
S0382,O0172,W005,V018,D018,2026-08-27 03:00:00,2026-08-30 03:00:00,,in_transit,Pune
S0383,O0237,W004,V047,D047,2026-08-23 18:00:00,2026-08-25 18:00:00,2026-08-25 18:00:00,delivered,Mumbai
S0384,O0281,W001,V044,D044,2026-08-02 02:00:00,2026-08-03 02:00:00,2026-08-02 02:00:00,delivered,Mumbai
S0385,O0113,W005,V017,D017,2026-08-08 01:00:00,2026-08-09 01:00:00,,in_transit,Noida
S0386,O0481,W010,V043,D043,2026-08-30 06:00:00,2026-09-04 06:00:00,,in_transit,Ahmedabad
S0387,O0491,W002,V006,D006,2026-08-29 19:00:00,2026-08-31 19:00:00,2026-09-01 19:00:00,delivered,Delhi
S0388,O0357,W003,V017,D017,2026-08-11 14:00:00,2026-08-12 14:00:00,,in_transit,Gurugram
S0389,O0394,W007,V045,D045,2026-08-30 10:00:00,2026-09-02 10:00:00,2026-09-02 10:00:00,delivered,Pune
S0390,O0199,W006,V004,D004,2026-08-10 08:00:00,2026-08-12 08:00:00,2026-08-12 08:00:00,delivered,Hyderabad
S0391,O0202,W003,V042,D042,2026-08-17 03:00:00,2026-08-19 03:00:00,2026-08-19 03:00:00,delivered,Bengaluru
S0392,O0367,W005,V007,D007,2026-08-03 02:00:00,2026-08-04 02:00:00,2026-08-03 02:00:00,delivered,Noida
S0393,O0460,W008,V010,D010,2026-08-22 20:00:00,2026-08-23 20:00:00,,delayed,Chandigarh
S0394,O0200,W005,V010,D010,2026-08-24 10:00:00,2026-08-28 10:00:00,2026-08-27 10:00:00,delivered,Bengaluru
S0395,O0224,W007,V047,D047,2026-08-26 02:00:00,2026-08-31 02:00:00,2026-08-30 02:00:00,delivered,Delhi
S0396,O0291,W009,V023,D023,2026-08-12 09:00:00,2026-08-16 09:00:00,2026-08-17 09:00:00,delivered,Mumbai
S0397,O0274,W006,V006,D006,2026-08-28 14:00:00,2026-08-31 14:00:00,,in_transit,Lucknow
S0398,O0284,W001,V025,D025,2026-08-23 06:00:00,2026-08-26 06:00:00,,in_transit,Delhi
S0399,O0323,W006,V032,D032,2026-08-04 20:00:00,2026-08-08 20:00:00,,in_transit,Lucknow
S0400,O0019,W004,V002,D002,2026-08-25 18:00:00,2026-08-27 18:00:00,2026-08-26 18:00:00,delivered,Bengaluru
S0401,O0274,W008,V002,D002,2026-08-03 10:00:00,2026-08-04 10:00:00,2026-08-03 10:00:00,delivered,Delhi
S0402,O0109,W009,V030,D030,2026-08-23 17:00:00,2026-08-25 17:00:00,,in_transit,Jaipur
S0403,O0474,W002,V003,D003,2026-08-25 04:00:00,2026-08-29 04:00:00,,in_transit,Bengaluru
S0404,O0465,W010,V003,D003,2026-08-09 20:00:00,2026-08-11 20:00:00,2026-08-10 20:00:00,delivered,Delhi
S0405,O0234,W010,V011,D011,2026-08-28 18:00:00,2026-08-29 18:00:00,,delivereddddd,Delhi
S0406,O0059,W008,V039,D039,2026-08-27 19:00:00,2026-08-29 19:00:00,2026-08-28 19:00:00,delivered,Ahmedabad
S0407,O0348,W007,V021,D021,2026-08-05 18:00:00,2026-08-10 18:00:00,2026-08-11 18:00:00,delivered,Noida
S0408,O0304,W003,V022,D022,2026-08-04 03:00:00,2026-08-07 03:00:00,2026-08-06 03:00:00,delivered,Kolkata
S0409,O0085,W008,V016,D016,2026-08-31 18:00:00,2026-09-01 18:00:00,2026-09-03 18:00:00,delivered,Lucknow
S0410,O0009,W008,V006,D006,2026-08-02 00:00:00,2026-08-04 00:00:00,,delayed,Ahmedabad
S0411,O0334,W010,V019,D019,2026-08-15 15:00:00,2026-08-17 15:00:00,2026-08-16 15:00:00,delivered,Pune
S0412,O0123,W003,V040,D040,2026-08-24 01:00:00,2026-08-29 01:00:00,2026-08-29 01:00:00,delivered,Chandigarh
S0413,O0424,W005,V023,D023,2026-08-15 00:00:00,2026-08-20 00:00:00,2026-08-20 00:00:00,delivered,Hyderabad
S0414,O0186,W009,V033,D033,2026-08-09 14:00:00,2026-08-11 14:00:00,2026-08-11 14:00:00,delivered,Chandigarh
S0415,O0433,W008,V032,D032,2026-08-07 05:00:00,2026-08-08 05:00:00,2026-08-08 05:00:00,delivered,Pune
S0416,O0129,W006,V040,D040,2026-08-27 14:00:00,2026-08-28 14:00:00,2026-08-28 14:00:00,delivered,Lucknow
S0417,O0403,W001,V032,D032,2026-08-18 03:00:00,2026-08-19 03:00:00,,delayed,Ahmedabad
S0418,O0228,W010,V038,D038,2026-08-12 13:00:00,2026-08-14 13:00:00,,in_transit,Mumbai
S0419,O0118,W002,V021,D021,2026-08-09 03:00:00,2026-08-11 03:00:00,,in_transit,Jaipur
S0420,O0193,W004,V005,D005,2026-08-17 18:00:00,2026-08-21 18:00:00,2026-08-21 18:00:00,delivered,Hyderabad
S0421,O0233,W003,V025,D025,2026-08-13 04:00:00,2026-08-17 04:00:00,,in_transit,Chandigarh
S0422,O0184,W005,V013,D013,2026-08-12 04:00:00,2026-08-13 04:00:00,,in_transit,Noida
S0423,O0144,W003,V008,D008,2026-08-29 14:00:00,2026-09-02 14:00:00,2026-09-03 14:00:00,delivered,Gurugram
S0424,O0310,W003,V041,D041,2026-08-21 05:00:00,2026-08-26 05:00:00,,cancelled,Jaipur
S0425,O0045,W007,V034,D034,2026-08-17 06:00:00,2026-08-22 06:00:00,2026-08-22 06:00:00,delivered,Ahmedabad
S0426,O0220,W004,V016,D016,2026-08-12 13:00:00,2026-08-17 13:00:00,2026-08-18 13:00:00,delivered,Hyderabad
S0427,O0460,W001,V027,D027,2026-08-03 01:00:00,2026-08-07 01:00:00,,in_transit,Kolkata
S0428,O0018,W007,V034,D034,2026-08-14 15:00:00,2026-08-15 15:00:00,2026-08-15 15:00:00,delivered,Ahmedabad
S0429,O0375,W007,V014,D014,2026-08-06 11:00:00,2026-08-09 11:00:00,2026-08-10 11:00:00,delivered,Bengaluru
S0430,O0343,W005,V011,D011,2026-08-24 14:00:00,2026-08-29 14:00:00,,in_transit,Noida
S0431,O0500,W008,V030,D030,2026-08-26 04:00:00,2026-08-30 04:00:00,2026-09-01 04:00:00,delivered,Ahmedabad
S0432,O0325,W001,V041,D041,2026-08-04 12:00:00,2026-08-07 12:00:00,2026-08-06 12:00:00,delivered,Ahmedabad
S0433,O0485,W010,V035,D035,2026-08-20 06:00:00,2026-08-21 06:00:00,,in_transit,Mumbai
S0434,O0377,W001,V033,D033,2026-08-31 11:00:00,2026-09-01 11:00:00,2026-09-01 11:00:00,delivered,Mumbai
S0435,O0188,W003,V042,D042,2026-08-19 02:00:00,2026-08-24 02:00:00,,in_transit,Jaipur
S0436,O0071,W006,V016,D016,2026-08-19 03:00:00,2026-08-23 03:00:00,,in_transit,Hyderabad
S0437,O0447,W004,V049,D049,2026-08-25 07:00:00,2026-08-28 07:00:00,2026-08-27 07:00:00,delivered,Gurugram
S0438,O0028,W002,V024,D024,2026-08-13 14:00:00,2026-08-17 14:00:00,2026-08-19 14:00:00,delivered,Ahmedabad
S0439,O0273,W009,V019,D019,2026-08-16 19:00:00,2026-08-19 19:00:00,,delayed,Ahmedabad
S0440,O0415,W002,V013,D013,2026-08-30 14:00:00,2026-08-31 14:00:00,2026-09-02 14:00:00,delivered,Delhi
S0441,O0056,W003,V018,D018,2026-08-05 04:00:00,2026-08-09 04:00:00,2026-08-09 04:00:00,delivered,Gurugram
S0442,O0214,W009,V009,D009,2026-08-17 11:00:00,2026-08-21 11:00:00,2026-08-20 11:00:00,delivered,Jaipur
S0443,O0033,W001,V015,D015,2026-08-28 16:00:00,2026-08-31 16:00:00,2026-08-30 16:00:00,delivered,Bengaluru
S0444,O0304,W009,V036,D036,2026-08-16 14:00:00,2026-08-19 14:00:00,2026-08-21 14:00:00,delivered,Lucknow
S0445,O0405,W005,V015,D015,2026-08-17 11:00:00,2026-08-20 11:00:00,,delayed,Noida
S0446,O0076,W006,V019,D019,2026-08-16 05:00:00,2026-08-21 05:00:00,,delayed,Ahmedabad
S0447,O0275,W005,V012,D012,2026-08-07 04:00:00,2026-08-09 04:00:00,2026-08-08 04:00:00,delivered,Hyderabad
S0448,O0065,W008,V017,D017,2026-08-13 05:00:00,2026-08-15 05:00:00,2026-08-14 05:00:00,delivered,Mumbai
S0449,O0076,W006,V029,D029,2026-08-19 05:00:00,2026-08-24 05:00:00,2026-08-26 05:00:00,delivered,Bengaluru
S0450,O0394,W003,V030,D030,2026-08-31 10:00:00,2026-09-02 10:00:00,2026-09-01 10:00:00,delivered,Chandigarh
