order_id,customer_id,order_date,order_amount,payment_status,order_status
O0432,C017,2026-08-23 04:00:00,6616.09,paid,delivered
O0433,C032,2026-08-25 21:00:00,10120.17,paid,delivered
O0434,C081,2026-08-09 20:00:00,10647.51,paid,confirmed
O0435,C082,2026-08-26 02:00:00,10368.84,paid,delivered
O0436,C089,2026-08-30 11:00:00,11639.04,paid,delivered
O0437,C075,2026-08-01 23:00:00,2780.97,paid,delivered
O0438,C009,2026-08-26 17:00:00,10243.04,refunded,cancelled
O0439,C064,2026-08-09 10:00:00,20793.42,paid,cancelled
O0440,C074,2026-08-05 18:00:00,21383.35,paid,shipped
O0441,C088,2026-08-25 01:00:00,1624.60,paid,delivered
O0442,C059,2026-08-01 03:00:00,23270.11,paid,delivered
O0443,C059,2026-08-01 13:00:00,5455.80,paid,confirmed
O0444,C017,2026-08-29 20:00:00,7894.70,paid,delivered
O0445,C036,2026-08-03 20:00:00,9329.67,paid,delivered
O0446,C086,2026-08-29 20:00:00,4554.36,paid,confirmed
O0447,C040,2026-08-24 22:00:00,19002.19,paid,shipped
O0448,C012,2026-08-23 03:00:00,525.61,paid,delivered
O0449,C017,2026-08-19 07:00:00,13225.38,paid,delivered
O0450,C002,2026-08-23 10:00:00,20518.17,paid,delivered
O0451,C089,2026-08-05 15:00:00,2234.29,refunded,cancelled
O0452,C094,2026-08-26 03:00:00,3027.44,paid,shipped
O0453,C039,2026-08-05 12:00:00,19448.78,paid,shipped
O0454,C018,2026-08-21 21:00:00,3998.90,paid,delivered
O0455,C002,2026-08-20 20:00:00,4519.86,paid,delivered
O0456,C028,2026-08-21 23:00:00,4207.67,paid,shipped
O0457,C088,2026-08-15 06:00:00,2622.86,paid,delivered
O0458,C097,2026-08-04 18:00:00,18384.22,paid,confirmed
O0459,C055,2026-08-11 04:00:00,6569.77,paid,shipped
O0460,C032,2026-08-18 19:00:00,15199.19,paid,delivered
O0461,C100,2026-08-31 22:00:00,1156.20,paid,delivered
O0462,C039,2026-08-07 16:00:00,15368.71,paid,delivered
O0463,C051,2026-08-10 20:00:00,1835.94,paid,shipped
O0464,C031,2026-08-16 12:00:00,3261.22,paid,delivered
O0465,C077,2026-08-03 16:00:00,22272.75,paid,delivered
O0466,C047,2026-08-30 10:00:00,3732.58,paid,confirmed
O0467,C073,2026-08-14 11:00:00,13884.73,paid,delivered
O0468,C061,2026-08-31 02:00:00,907.89,paid,confirmed
O0469,C034,2026-08-07 01:00:00,23102.19,paid,confirmed
O0470,C065,2026-08-10 20:00:00,17958.41,refunded,cancelled
O0471,C055,2026-08-23 12:00:00,2518.48,paid,delivered
O0472,C079,2026-08-05 08:00:00,2547.13,paid,delivered
O0473,C027,2026-08-26 04:00:00,13640.56,paid,confirmed
O0474,C082,2026-08-25 20:00:00,17184.86,paid,shipped
O0475,C090,2026-08-14 23:00:00,23857.99,paid,confirmed
O0476,C032,2026-08-03 13:00:00,3340.67,paid,shipped
O0477,C008,2026-08-10 21:00:00,18670.49,paid,delivered
O0478,C016,2026-08-01 22:00:00,3860.69,paid,delivered
O0479,C064,2026-08-31 11:00:00,13312.63,paid,confirmed
O0480,C093,2026-08-09 05:00:00,9609.80,paid,delivered
O0481,C035,2026-08-24 03:00:00,19399.04,paid,delivered
O0482,C055,2026-08-09 16:00:00,2063.86,paid,confirmed
O0483,C074,2026-08-21 02:00:00,12654.62,paid,delivered
O0484,C008,2026-08-16 18:00:00,4587.59,paid,delivered
O0485,C099,2026-08-04 18:00:00,17014.95,paid,confirmed
O0486,C095,2026-08-17 00:00:00,1577.93,paid,confirmed
O0487,C032,2026-08-02 15:00:00,9416.42,paid,delivered
O0488,C005,2026-08-18 22:00:00,18645.31,paid,cancelled
O0489,C042,2026-08-08 13:00:00,22937.44,paid,delivered
O0490,C010,2026-08-19 11:00:00,3424.32,paid,shipped
O0491,C007,2026-08-06 07:00:00,20205.28,paid,delivered
O0492,C009,2026-08-29 14:00:00,21716.79,refunded,cancelled
O0493,C040,2026-08-11 02:00:00,14049.74,paid,delivered
O0494,C026,2026-08-10 18:00:00,19719.43,paid,confirmed
O0495,C032,2026-08-15 11:00:00,14995.43,paid,delivered
O0496,C099,2026-08-25 06:00:00,18444.35,paid,delivered
O0497,C032,2026-08-05 00:00:00,23342.74,paid,delivered
O0498,C070,2026-08-12 20:00:00,21068.56,paid,confirmed
O0499,C043,2026-08-01 21:00:00,9717.73,paid,delivered
O0500,C040,2026-08-04 06:00:00,13479.45,paid,delivered
